vorname;anzahl;geschlecht;position
Randy;1;m;2
Ray;1;m;2
Remo;1;m;2
Rico;1;m;2
Rinaldo;1;m;2
River;1;m;2
Robert;1;m;2
Roger;1;m;2
Roland;1;m;2
Roman;1;m;2
Ron;1;m;2
Ronaldo;1;m;2
Rudolf;1;m;2
Rufus;1;m;2
Sabinov;1;m;2
Sabri;1;m;2
Safuan;1;m;2
Sait;1;m;2
Sami;1;m;2
Samson;1;m;2
Santo;1;m;2
Scott;1;m;2
Selçuk;1;m;2
Sermiyan;1;m;2
Sevginov;1;m;2
Seyit;1;m;2
Simon;1;m;2
Sinan;1;m;2
Sinclair;1;m;2
Sophiel;1;m;2
Stan;1;m;2
Stefan;1;m;2
Stelijan;1;m;2
Stephan;1;m;2
Steve;1;m;2
Steven;1;m;2
Sylwester;1;m;2
Sören;1;m;2
Taha;1;m;2
Taio;1;m;2
Talha;1;m;2
Tamilo;1;m;2
Tamino;1;m;2
Taro;1;m;2
Taylan;1;m;2
Tayo;1;m;2
Teodor;1;m;2
Terangi;1;m;2
Tevfik;1;m;2
Theo;1;m;2
Theodor;1;m;2
Theodoros;1;m;2
Thorben;1;m;2
Thore;1;m;2
Thorin;1;m;2
Tilman;1;m;2
Timo;1;m;2
Timéo;1;m;2
Tiro;1;m;2
Toma;1;m;2
Tommy;1;m;2
Trí;1;m;2
Turan;1;m;2
Tyler;1;m;2
Ulysses;1;m;2
Umeyr;1;m;2
Umut;1;m;2
Uwe;1;m;2
Valerio;1;m;2
Vanev;1;m;2
Vanya;1;m;2
Vicco;1;m;2
Viktor;1;m;2
Vincent;1;m;2
Walid;1;m;2
Werner;1;m;2
Willem;1;m;2
Willi;1;m;2
Wolf;1;m;2
Wotan;1;m;2
Yacob;1;m;2
Yahya;1;m;2
Yamin;1;m;2
Yanis;1;m;2
Yannick;1;m;2
Yasid;1;m;2
Yosif;1;m;2
Younis;1;m;2
Youssef;1;m;2
Yuliyanov;1;m;2
Yusuf;1;m;2
Zafar;1;m;2
Zamuel;1;m;2
Zerdeşt;1;m;2
Zidane;1;m;2
Şahin;1;m;2
Şeker;1;m;2
Bernd;2;m;3
Daniel;2;m;3
Paul;2;m;3
Peter;2;m;3
Abdallah;1;m;3
Afşin;1;m;3
Aki;1;m;3
Alfons;1;m;3
Alfred;1;m;3
Alfredo;1;m;3
Aliofovič;1;m;3
Alois;1;m;3
Amadou;1;m;3
Amor;1;m;3
Anthonio;1;m;3
Arif;1;m;3
Arnold;1;m;3
August;1;m;3
Augustus;1;m;3
Bariş;1;m;3
Ben;1;m;3
Brandun;1;m;3
Can;1;m;3
Carl;1;m;3
Chris;1;m;3
Christian;1;m;3
Danjel;1;m;3
Dieter;1;m;3
Eduard;1;m;3
Elia;1;m;3
Elis;1;m;3
Emil;1;m;3
Ferris;1;m;3
Finn;1;m;3
Finnley;1;m;3
Florian;1;m;3
Friedrich;1;m;3
Gabriel;1;m;3
Gianfrancois;1;m;3
Hagan;1;m;3
Hans-Joachim;1;m;3
Harald;1;m;3
Hasan;1;m;3
Herbert;1;m;3
Jacob;1;m;3
Johannes;1;m;3
Julian;1;m;3
Jörg;1;m;3
Jürgen;1;m;3
Karl;1;m;3
Kasimir;1;m;3
Khang;1;m;3
King;1;m;3
Kürsad;1;m;3
Leonard;1;m;3
Linus;1;m;3
Lorenzo;1;m;3
Lubuto;1;m;3
Lysander;1;m;3
Magnus;1;m;3
Mapalo;1;m;3
Marc;1;m;3
Martin;1;m;3
Matheo;1;m;3
Maxim;1;m;3
Maximus;1;m;3
Michael;1;m;3
Mohamed;1;m;3
Mohsen;1;m;3
Moise;1;m;3
Moyano;1;m;3
Musa;1;m;3
Noel;1;m;3
Olajire;1;m;3
Ole;1;m;3
Oluwademilade;1;m;3
Omohagbo;1;m;3
Ortwin;1;m;3
Patricio;1;m;3
Rainer;1;m;3
Raj;1;m;3
René;1;m;3
Roger;1;m;3
Rohat;1;m;3
Roland;1;m;3
Ronald;1;m;3
Rudi;1;m;3
Rudolf;1;m;3
Rui;1;m;3
Rául;1;m;3
Salam;1;m;3
Selman;1;m;3
Serdar;1;m;3
Simei;1;m;3
Skyler;1;m;3
Sow;1;m;3
Steve;1;m;3
Suljo;1;m;3
Sylvester;1;m;3
Thomas;1;m;3
Thore;1;m;3
Till;1;m;3
Toni;1;m;3
Uğur;1;m;3
Winfried;1;m;3
Wolfgang;1;m;3
Yasser;1;m;3
Camrun;1;m;4
Detlef;1;m;4
Dirk;1;m;4
Gabriel;1;m;4
Günter;1;m;4
Johan;1;m;4
Leon;1;m;4
Léonce;1;m;4
Neo;1;m;4
Omoregbe;1;m;4
Rashowan;1;m;4
Richard;1;m;4
Thomas;1;m;4
Toka;1;m;4
Claudio;1;m;5
Adrian;1;m;6
Mia;25;w;1
Emma;21;w;1
Mira;20;w;1
Ella;18;w;1
Lina;17;w;1
Elif;16;w;1
Emilia;15;w;1
Lea;15;w;1
Mila;15;w;1
Hannah;13;w;1
Charlotte;11;w;1
Clara;10;w;1
Ela;10;w;1
Emily;10;w;1
Maria;10;w;1
Mariam;10;w;1
Johanna;9;w;1
Lia;9;w;1
Paula;9;w;1
Sofia;9;w;1
Amelie;8;w;1
Elina;8;w;1
Elisa;8;w;1
Luisa;8;w;1
Maya;8;w;1
Mina;8;w;1
Sophia;8;w;1
Yasmin;8;w;1
Zeynep;8;w;1
Aylin;7;w;1
Fatima;7;w;1
Greta;7;w;1
Ida;7;w;1
Leonie;7;w;1
Lilly;7;w;1
Marie;7;w;1
Nele;7;w;1
Frieda;6;w;1
Hanna;6;w;1
Helena;6;w;1
Jasmin;6;w;1
Leni;6;w;1
Maja;6;w;1
Meryem;6;w;1
Miray;6;w;1
Paulina;6;w;1
Sara;6;w;1
Amalia;5;w;1
Amira;5;w;1
Anna;5;w;1
Carlotta;5;w;1
Celine;5;w;1
Emely;5;w;1
Hailey;5;w;1
Helene;5;w;1
Lara;5;w;1
Layan;5;w;1
Liya;5;w;1
Louisa;5;w;1
Malak;5;w;1
Martha;5;w;1
Melek;5;w;1
Melina;5;w;1
Victoria;5;w;1
Zoe;5;w;1
Antonia;4;w;1
Asya;4;w;1
Aurora;4;w;1
Azra;4;w;1
Defne;4;w;1
Elanur;4;w;1
Frida;4;w;1
Juna;4;w;1
Laura;4;w;1
Lena;4;w;1
Linda;4;w;1
Medina;4;w;1
Melia;4;w;1
Olivia;4;w;1
Ronja;4;w;1
Rosalie;4;w;1
Sophie;4;w;1
Tala;4;w;1
Tilda;4;w;1
Viktoria;4;w;1
Yuna;4;w;1
Ada;3;w;1
Adriana;3;w;1
Alea;3;w;1
Alessia;3;w;1
Alexandra;3;w;1
Alina;3;w;1
Alma;3;w;1
Amine;3;w;1
Aslı;3;w;1
Ecrin;3;w;1
Eda;3;w;1
Elisabeth;3;w;1
Eliz;3;w;1
Esila;3;w;1
Eva;3;w;1
Fatema;3;w;1
Helin;3;w;1
Hira;3;w;1
Isabella;3;w;1
Jana;3;w;1
Klara;3;w;1
Lamar;3;w;1
Lana;3;w;1
Leyla;3;w;1
Liliana;3;w;1
Lisbeth;3;w;1
Liyana;3;w;1
Lorena;3;w;1
Luana;3;w;1
Malia;3;w;1
Malin;3;w;1
Mara;3;w;1
Mathilda;3;w;1
Matilda;3;w;1
Melisa;3;w;1
Mona;3;w;1
Nina;3;w;1
Pauline;3;w;1
Pia;3;w;1
Rosa;3;w;1
Ruby;3;w;1
Sahra;3;w;1
Sarah;3;w;1
Sema;3;w;1
Sevgi;3;w;1
Talia;3;w;1
Theresa;3;w;1
Valerie;3;w;1
Zahraa;3;w;1
Zainab;3;w;1
Aisha;2;w;1
Aleksandra;2;w;1
Alessya;2;w;1
Alicia;2;w;1
Alisa;2;w;1
Alisha;2;w;1
Aliyah;2;w;1
Alya;2;w;1
Amar;2;w;1
Amara;2;w;1
Amelia;2;w;1
Amina;2;w;1
Amy;2;w;1
Anastasija;2;w;1
Anni;2;w;1
Arina;2;w;1
Ava;2;w;1
Ayah;2;w;1
Belinay;2;w;1
Berrin;2;w;1
Darija;2;w;1
Derin;2;w;1
Diana;2;w;1
Dila;2;w;1
Edda;2;w;1
Elena;2;w;1
Emilie;2;w;1
Era;2;w;1
Esma;2;w;1
Esra;2;w;1
Estera;2;w;1
Esther;2;w;1
Felicitas;2;w;1
Feline;2;w;1
Fiona;2;w;1
Freya;2;w;1
Friederike;2;w;1
Hala;2;w;1
Hana;2;w;1
Hanin;2;w;1
Hatice;2;w;1
Helen;2;w;1
Ilayda;2;w;1
İpek;2;w;1
Janna;2;w;1
Jasmina;2;w;1
Jenin;2;w;1
Joleen;2;w;1
Josefine;2;w;1
Josephine;2;w;1
Karina;2;w;1
Lamis;2;w;1
Larissa;2;w;1
Layal;2;w;1
Layla;2;w;1
Leen;2;w;1
Lejla;2;w;1
Lilian;2;w;1
Linn;2;w;1
Lisa;2;w;1
Lola;2;w;1
Lucia;2;w;1
Lucy;2;w;1
Luna;2;w;1
Magdalena;2;w;1
Mariella;2;w;1
Marika;2;w;1
Marla;2;w;1
Marlene;2;w;1
Marta;2;w;1
Mathilde;2;w;1
Mayla;2;w;1
Meliha;2;w;1
Merve;2;w;1
Miley;2;w;1
Miriam;2;w;1
Mirna;2;w;1
Miruna;2;w;1
Nala;2;w;1
Neslihan;2;w;1
Neva;2;w;1
Nika;2;w;1
Noa;2;w;1
Nora;2;w;1
Nour;2;w;1
Nur;2;w;1
Ophelia;2;w;1
Pelin;2;w;1
Philine;2;w;1
Rayan;2;w;1
Rebecca;2;w;1
Rihanna;2;w;1
Romy;2;w;1
Runa;2;w;1
Safiya;2;w;1
Samantha;2;w;1
Samar;2;w;1
Sare;2;w;1
Selin;2;w;1
Selma;2;w;1
Sena;2;w;1
Sina;2;w;1
Tasnim;2;w;1
Tuana;2;w;1
Vivien;2;w;1
Yaren;2;w;1
Yağmur;2;w;1
Zehra;2;w;1
Zeliha;2;w;1
Abby;1;w;1
Adetoun;1;w;1
Ahsen;1;w;1
Ahu;1;w;1
Ainhara;1;w;1
Akina;1;w;1
Alaa;1;w;1
Alara;1;w;1
Alena;1;w;1
Alenia;1;w;1
Alesha;1;w;1
Alessandra;1;w;1
Alexis;1;w;1
Aleyna;1;w;1
Alia;1;w;1
Alice;1;w;1
Alida;1;w;1
Aline;1;w;1
Alisia;1;w;1
Alisja;1;w;1
Alissa;1;w;1
Alissia;1;w;1
Alixe;1;w;1
Aliya;1;w;1
Aljesa;1;w;1
Alona;1;w;1
Alva;1;w;1
Alyssa;1;w;1
Amalie;1;w;1
Amanda;1;w;1
Amani;1;w;1
Amaya;1;w;1
Ameta;1;w;1
Amilija-Marija;1;w;1
Amna;1;w;1
Amélie;1;w;1
Ana;1;w;1
Anabell;1;w;1
Anais;1;w;1
Anajoua;1;w;1
Anastasia;1;w;1
Andra;1;w;1
Andrea;1;w;1
Anida;1;w;1
Anita;1;w;1
Ann-Marie;1;w;1
Annabell;1;w;1
Annabelle;1;w;1
Anne;1;w;1
Anneli;1;w;1
Annemarie;1;w;1
Anny;1;w;1
Anouk;1;w;1
Anujin;1;w;1
Aria;1;w;1
Ariana;1;w;1
Ariella;1;w;1
Armansa;1;w;1
Aroosh;1;w;1
Arta;1;w;1
Aryana;1;w;1
Ascensión;1;w;1
Aselnaz;1;w;1
Asena;1;w;1
Assana;1;w;1
Assil;1;w;1
Assiya;1;w;1
Asya-Lina;1;w;1
Atche;1;w;1
Atike;1;w;1
Atr;1;w;1
Aurelia;1;w;1
Ayana;1;w;1
Ayet;1;w;1
Ayma;1;w;1
Aymıra;1;w;1
Ayse;1;w;1
Aysel;1;w;1
Aysha;1;w;1
Aysila;1;w;1
Aysun;1;w;1
Aysylu;1;w;1
Ayşen;1;w;1
Açelya;1;w;1
Banin;1;w;1
Battoul;1;w;1
Bele;1;w;1
Belle;1;w;1
Bensa;1;w;1
Beraet;1;w;1
Berfin;1;w;1
Berger;1;w;1
Berlina;1;w;1
Betti;1;w;1
Beyza;1;w;1
Bisan;1;w;1
Blandine;1;w;1
Buna;1;w;1
Camila;1;w;1
Caneysa;1;w;1
Cansu;1;w;1
Carla;1;w;1
Carolina-Cleo;1;w;1
Cataleya;1;w;1
Caterina;1;w;1
Cefayir-Esma;1;w;1
Celia;1;w;1
Celina;1;w;1
Cerine;1;w;1
Ceyda;1;w;1
Ceylin;1;w;1
Cham;1;w;1
Chiara;1;w;1
Chloe;1;w;1
Chloé-Anastasia;1;w;1
Christina;1;w;1
Ciara;1;w;1
Cirelia-Payton;1;w;1
Cleo;1;w;1
Cvetelina;1;w;1
Dafina;1;w;1
Dafne;1;w;1
Dalal;1;w;1
Dalia;1;w;1
Damla;1;w;1
Danja;1;w;1
Daria;1;w;1
Darin;1;w;1
Davinia;1;w;1
Denise;1;w;1
Deny;1;w;1
Dilda;1;w;1
Dilek;1;w;1
Dua;1;w;1
Dunja;1;w;1
Duru;1;w;1
Ecrin-Su;1;w;1
Edibe;1;w;1
Edilawit;1;w;1
Eileen;1;w;1
Eiman;1;w;1
Elaina;1;w;1
Elayna;1;w;1
Eldina;1;w;1
Elea;1;w;1
Eleanor;1;w;1
Eleni;1;w;1
Elenor;1;w;1
Elenora;1;w;1
Eleonora;1;w;1
Elfie;1;w;1
Elida;1;w;1
Elif-Ahsen;1;w;1
Elis;1;w;1
Elise;1;w;1
Elissa;1;w;1
Elissar;1;w;1
Elissija;1;w;1
Elisya;1;w;1
Eliza;1;w;1
Ella-Charlotte;1;w;1
Ellena;1;w;1
Elli;1;w;1
Elmedina;1;w;1
Elsa;1;w;1
Elyn;1;w;1
Emeli;1;w;1
Emilia-Maria;1;w;1
Emilya-Luisa;1;w;1
Emmy;1;w;1
Emy;1;w;1
Enie;1;w;1
Enissa;1;w;1
Eren;1;w;1
Eslin;1;w;1
Eve;1;w;1
Eylül;1;w;1
Ezgi;1;w;1
Fabien;1;w;1
Fadime;1;w;1
Fardus;1;w;1
Fatimah;1;w;1
Fatina;1;w;1
Fatma;1;w;1
Fatme;1;w;1
Favour;1;w;1
Fay-Zoe;1;w;1
Felice;1;w;1
Felicita;1;w;1
Felipe;1;w;1
Felizia;1;w;1
Fibi;1;w;1
Fiby;1;w;1
Filiz;1;w;1
Fina;1;w;1
Fine;1;w;1
Finja;1;w;1
Finnja;1;w;1
Flora;1;w;1
Florentina;1;w;1
Francis;1;w;1
Francisca;1;w;1
Franziska;1;w;1
Freja;1;w;1
Frija;1;w;1
Fritzi;1;w;1
Galina;1;w;1
Gasal;1;w;1
Genesis;1;w;1
Ghalia;1;w;1
Gina-Mira;1;w;1
Ginevra;1;w;1
Giulia;1;w;1
Gloria;1;w;1
Güneş;1;w;1
Habiba;1;w;1
Hale;1;w;1
Halise;1;w;1
Hanan;1;w;1
Haniya;1;w;1
Hannah-Sophie;1;w;1
Hasal;1;w;1
Hatun;1;w;1
Havin;1;w;1
Havvanur;1;w;1
Hawa;1;w;1
Hayat;1;w;1
Hazal;1;w;1
Hazalnaz;1;w;1
Hazel;1;w;1
Hedda;1;w;1
Henriette;1;w;1
Hera;1;w;1
Hermine-Ophelia;1;w;1
Hilal;1;w;1
Hilma;1;w;1
Hiranur;1;w;1
Holly;1;w;1
Héloïse;1;w;1
Hümeyra;1;w;1
Hümeyra-Nur;1;w;1
Iasmina;1;w;1
Ikra;1;w;1
Ilaf;1;w;1
Ilena;1;w;1
Ileyna;1;w;1
Illyriana;1;w;1
Iman;1;w;1
Imilia;1;w;1
India;1;w;1
Insa;1;w;1
Iona;1;w;1
Irem;1;w;1
İrem-Masal;1;w;1
Iris;1;w;1
Isabel;1;w;1
Isabela;1;w;1
Iskra;1;w;1
Islam;1;w;1
Ivy;1;w;1
Jagoda;1;w;1
Jamilja-Philine;1;w;1
Jannah;1;w;1
Jara;1;w;1
Jara-Luise;1;w;1
Jelena;1;w;1
Joana;1;w;1
Jolene;1;w;1
Jolien;1;w;1
Joline;1;w;1
Jolochka;1;w;1
Jonera;1;w;1
Jonna;1;w;1
Josefin;1;w;1
Josephina;1;w;1
Jouline;1;w;1
Joumana;1;w;1
Jouri;1;w;1
Jule;1;w;1
Julia;1;w;1
June;1;w;1
Juniper;1;w;1
Justitia;1;w;1
Kadiatoubintou;1;w;1
Kailani;1;w;1
Kaja;1;w;1
Kaleeya;1;w;1
Karima;1;w;1
Karolina;1;w;1
Kasia;1;w;1
Katalea;1;w;1
Katarina;1;w;1
Katarina-Kristina;1;w;1
Katerina;1;w;1
Katharina;1;w;1
Katja;1;w;1
Kawthar;1;w;1
Khadiga;1;w;1
Khadige;1;w;1
Khadisha;1;w;1
Kim;1;w;1
Kira;1;w;1
Klarissa;1;w;1
Kosar;1;w;1
Kristiyana;1;w;1
Kyra;1;w;1
Laetitia;1;w;1
Lajla;1;w;1
Laleh;1;w;1
Lamma;1;w;1
Lani;1;w;1
Lara-Celina;1;w;1
Larin;1;w;1
Latoya;1;w;1
Laura-Sophie;1;w;1
Lavinya;1;w;1
Leah;1;w;1
Leana;1;w;1
Leila;1;w;1
Leni-Sophia;1;w;1
Lenja;1;w;1
Lenka;1;w;1
Lenya;1;w;1
Leonie-Mayleen;1;w;1
Leonora;1;w;1
Leyna;1;w;1
Liana;1;w;1
Lidia;1;w;1
Lien;1;w;1
Lilianna;1;w;1
Lilyana;1;w;1
Lin;1;w;1
Linnea;1;w;1
Lira;1;w;1
Lis;1;w;1
Liv;1;w;1
Livanur;1;w;1
Liyah;1;w;1
Lolya;1;w;1
Lore;1;w;1
Loreen;1;w;1
Lotta;1;w;1
Lou;1;w;1
Louna;1;w;1
Lucie;1;w;1
Lucía;1;w;1
Luise;1;w;1
Lujain;1;w;1
Luzie;1;w;1
Lyn;1;w;1
Lynn;1;w;1
Léna;1;w;1
Madina;1;w;1
Madlene;1;w;1
Maila;1;w;1
Malaak;1;w;1
Malaika;1;w;1
Malea;1;w;1
Malika;1;w;1
Malina;1;w;1
Maliya;1;w;1
Malou;1;w;1
Manisa;1;w;1
Manuela;1;w;1
Marah;1;w;1
Maram;1;w;1
Marcelina;1;w;1
Margo;1;w;1
Mari;1;w;1
Maria-Sofia;1;w;1
Marianne;1;w;1
Mariem;1;w;1
Mariko;1;w;1
Marjaan;1;w;1
Marlie;1;w;1
Marwa;1;w;1
Maryam;1;w;1
Maryem;1;w;1
Masha;1;w;1
Mathea;1;w;1
Mavis;1;w;1
Maxima;1;w;1
Mayar;1;w;1
Mayleen-Sophie;1;w;1
Maéline;1;w;1
Maëlle;1;w;1
Megan-Ruby;1;w;1
Meike;1;w;1
Melda;1;w;1
Melika;1;w;1
Melissa;1;w;1
Meriem;1;w;1
Merle;1;w;1
Mia-Annabelle;1;w;1
Mia-Marija;1;w;1
Mia-Sophie;1;w;1
Mia-Tiana;1;w;1
Mia-Zahia;1;w;1
Milana;1;w;1
Milda;1;w;1
Mileyna;1;w;1
Milina;1;w;1
Mimi;1;w;1
Minna;1;w;1
Mojisola-Ayinke;1;w;1
Monelia;1;w;1
Morsal;1;w;1
Mya;1;w;1
Myriam;1;w;1
Naaime;1;w;1
Naaya;1;w;1
Nahed;1;w;1
Naia;1;w;1
Naira;1;w;1
Naomi;1;w;1
Natalie;1;w;1
Naya;1;w;1
Nayeli;1;w;1
Nazghul;1;w;1
Neela;1;w;1
Neele;1;w;1
Nehir;1;w;1
Nejme;1;w;1
Nele-Pauline;1;w;1
Neli;1;w;1
Nell;1;w;1
Nia;1;w;1
Nikol;1;w;1
Nikola;1;w;1
Niobé;1;w;1
Nisa;1;w;1
Nisanur;1;w;1
Nishita;1;w;1
Noura;1;w;1
Nova;1;w;1
Nurcan;1;w;1
Oana;1;w;1
Oska;1;w;1
Patience-Lordina;1;w;1
Patricia;1;w;1
Peris;1;w;1
Philina;1;w;1
Philomena;1;w;1
Phyllis;1;w;1
Pia-Lena;1;w;1
Pola;1;w;1
Polli;1;w;1
Rachelle-Fabienne;1;w;1
Rahma;1;w;1
Ramiza;1;w;1
Ranem;1;w;1
Rasha;1;w;1
Ratil;1;w;1
Rawza;1;w;1
Rayven;1;w;1
Resi;1;w;1
Rida-Ul-Hassan;1;w;1
Riem;1;w;1
Rihan;1;w;1
Riman;1;w;1
Rinas;1;w;1
Rita;1;w;1
Riva;1;w;1
Rojin;1;w;1
Ronya;1;w;1
Rosayla;1;w;1
Rukaya;1;w;1
Ruth;1;w;1
Rüya;1;w;1
Rüşan;1;w;1
Saime;1;w;1
Sakha-Ul-Hassan;1;w;1
Salma;1;w;1
Salsabil;1;w;1
Salwa;1;w;1
Salwa-Amar;1;w;1
Sansabilla;1;w;1
Saranda;1;w;1
Sasha;1;w;1
Seda;1;w;1
Seher;1;w;1
Selen;1;w;1
Shehrazad;1;w;1
Siedra;1;w;1
Sihana;1;w;1
Sıla;1;w;1
Sila;1;w;1
Sima;1;w;1
Simay;1;w;1
Simona;1;w;1
Sissi;1;w;1
Skadi;1;w;1
Smilla;1;w;1
Soeja;1;w;1
Sofia-Daiana;1;w;1
Solea;1;w;1
Sonja;1;w;1
Sophia-Alina;1;w;1
Sophia-Luna;1;w;1
Sophie-Charlotte;1;w;1
Soraya;1;w;1
Soumaya;1;w;1
Stacy;1;w;1
Stela-Josephine;1;w;1
Summer;1;w;1
Sundus;1;w;1
Susa;1;w;1
Suzan;1;w;1
Sühan;1;w;1
Süreyya;1;w;1
Tabea;1;w;1
Tahira;1;w;1
Talina;1;w;1
Tamara;1;w;1
Tatjana;1;w;1
Teresa;1;w;1
Tessa;1;w;1
Thania;1;w;1
Thea;1;w;1
Theadora;1;w;1
Theresia;1;w;1
Tulin;1;w;1
Turnasu;1;w;1
Uma;1;w;1
Umi;1;w;1
Vaiana-Skyler;1;w;1
Valentina;1;w;1
Valeria;1;w;1
Vanessa;1;w;1
Vesna;1;w;1
Viktorija;1;w;1
Vilija;1;w;1
Vitani;1;w;1
Vivian;1;w;1
Vlada;1;w;1
Vladislava;1;w;1
Wallis;1;w;1
Wilma;1;w;1
Wirinya;1;w;1
Yael;1;w;1
Yara;1;w;1
Yasemin;1;w;1
Yasna;1;w;1
Yildiz;1;w;1
Ylvi;1;w;1
Yolanda;1;w;1
Yuhi;1;w;1
Zahra;1;w;1
Zahra-Liya;1;w;1
Zana;1;w;1
Zara;1;w;1
Ziva;1;w;1
Zoe-Josephina;1;w;1
Zoey;1;w;1
Zozan;1;w;1
Zulejha;1;w;1
Zuzanna;1;w;1
Zyzy;1;w;1
Züleyha;1;w;1
Éloïse;1;w;1
Öykü;1;w;1
Ümra;1;w;1
Şura;1;w;1
Sophie;32;w;2
Marie;30;w;2
Maria;15;w;2
Charlotte;12;w;2
Nur;9;w;2
Luise;8;w;2
Johanna;7;w;2
Sophia;7;w;2
Amelie;6;w;2
Elisabeth;6;w;2
Emilia;5;w;2
Leonie;5;w;2
Pauline;5;w;2
Anna;4;w;2
Clara;4;w;2
Elif;4;w;2
Lucia;4;w;2
Marlene;4;w;2
Mathilda;4;w;2
Rosalie;4;w;2
Su;4;w;2
Andrea;3;w;2
Anni;3;w;2
Anouk;3;w;2
Aurora;3;w;2
Elena;3;w;2
Erika;3;w;2
Hannah;3;w;2
Helene;3;w;2
Louise;3;w;2
Mia;3;w;2
Mina;3;w;2
Victoria;3;w;2
Viktoria;3;w;2
Alice;2;w;2
Aliya;2;w;2
Anastasia;2;w;2
Annabell;2;w;2
Antonella;2;w;2
Ayşe;2;w;2
Carlotta;2;w;2
Celine;2;w;2
Ecrin;2;w;2
Eleonore;2;w;2
Elisa;2;w;2
Elise;2;w;2
Ella;2;w;2
Eléa;2;w;2
Emily;2;w;2
Emine;2;w;2
Fatima;2;w;2
Felina;2;w;2
Gabriela;2;w;2
Josephine;2;w;2
Karolina;2;w;2
Katharina;2;w;2
Lara;2;w;2
Latifa;2;w;2
Leni;2;w;2
Lilly;2;w;2
Lina;2;w;2
Luca;2;w;2
Magdalena;2;w;2
Mary;2;w;2
Melek;2;w;2
Melina;2;w;2
Melissa;2;w;2
Meryem;2;w;2
Mila;2;w;2
Milena;2;w;2
Mimi;2;w;2
Mira;2;w;2
Miray;2;w;2
Miriam;2;w;2
Monika;2;w;2
Mostafa;2;w;2
Natalie;2;w;2
Nisa;2;w;2
Nora;2;w;2
Olivia;2;w;2
Paulina;2;w;2
Regina;2;w;2
Rosa;2;w;2
Rose;2;w;2
Sandra;2;w;2
Sare;2;w;2
Sue;2;w;2
Sultan;2;w;2
Thalia;2;w;2
Violeta;2;w;2
Yaren;2;w;2
Zehra;2;w;2
Zoé;2;w;2
Aanu;1;w;2
Abtula;1;w;2
Ada;1;w;2
Adele;1;w;2
Adolé;1;w;2
Adriana;1;w;2
Adrianna;1;w;2
Ahmed;1;w;2
Aimeé;1;w;2
Alexandra;1;w;2
Alexia;1;w;2
Aleyna;1;w;2
Ali;1;w;2
Alicia;1;w;2
Alin;1;w;2
Alizée;1;w;2
Alma;1;w;2
Alnada;1;w;2
Alzahraa;1;w;2
Amilia;1;w;2
Amira;1;w;2
Anabella;1;w;2
Anais;1;w;2
Analie;1;w;2
Andreevna;1;w;2
Angel;1;w;2
Angela;1;w;2
Anjaly;1;w;2
Anke;1;w;2
Annabel;1;w;2
Annelie;1;w;2
Antoinette;1;w;2
Antonia;1;w;2
Asel;1;w;2
Aselya;1;w;2
Asmin;1;w;2
Asya;1;w;2
Auguste;1;w;2
Ava;1;w;2
Aylin;1;w;2
Ayça;1;w;2
Barbara;1;w;2
Beatrice;1;w;2
Belle;1;w;2
Berçem;1;w;2
Birgit;1;w;2
Brita;1;w;2
Bärbel;1;w;2
Caiome;1;w;2
Camila;1;w;2
Cansın;1;w;2
Cansu;1;w;2
Carla;1;w;2
Carmen;1;w;2
Ceyda;1;w;2
Chidinma;1;w;2
Christiane;1;w;2
Claudia;1;w;2
Cristhiana;1;w;2
Daria;1;w;2
Dee;1;w;2
Denisa;1;w;2
Deniz;1;w;2
Diana;1;w;2
Dilara;1;w;2
Diyar;1;w;2
Donfack;1;w;2
Dora;1;w;2
Doro;1;w;2
Dua;1;w;2
Dünya;1;w;2
Ebba;1;w;2
Eja;1;w;2
Ela;1;w;2
Elaine;1;w;2
Elin;1;w;2
Elina;1;w;2
Elisabeta;1;w;2
Elisabetha;1;w;2
Elke;1;w;2
Ellen;1;w;2
Elma;1;w;2
Elodie;1;w;2
Else;1;w;2
Elyn;1;w;2
Emanuela;1;w;2
Emilova;1;w;2
Emma;1;w;2
Envangeline;1;w;2
Erminia;1;w;2
Esthera;1;w;2
Eva;1;w;2
Eve;1;w;2
Evin;1;w;2
Ewa;1;w;2
Fae;1;w;2
Fatma;1;w;2
Fee;1;w;2
Feline;1;w;2
Felizitas;1;w;2
Ferdaws;1;w;2
Fernanda;1;w;2
Franziska;1;w;2
Françoise;1;w;2
Frieda;1;w;2
Friederike;1;w;2
Fritzi;1;w;2
Georgiyaeva;1;w;2
Gertrud;1;w;2
Gesa;1;w;2
Grace;1;w;2
Grażyna;1;w;2
Greta;1;w;2
Grete;1;w;2
Gönül;1;w;2
Güneş;1;w;2
Halmi;1;w;2
Hamide;1;w;2
Hanna;1;w;2
Hanumica;1;w;2
Harmony;1;w;2
Hasan;1;w;2
Hayat;1;w;2
Heba;1;w;2
Heleen;1;w;2
Helen;1;w;2
Helena;1;w;2
Henni;1;w;2
Henrietta;1;w;2
Hiba;1;w;2
Hifa;1;w;2
Ida;1;w;2
Ileri;1;w;2
Ileyna;1;w;2
Iman;1;w;2
İnci;1;w;2
Inge;1;w;2
Ingrid;1;w;2
Ipek;1;w;2
Isabell;1;w;2
Isadora;1;w;2
Isla;1;w;2
Islim;1;w;2
İslim;1;w;2
Ivy;1;w;2
Jane;1;w;2
Janna;1;w;2
Jeanne;1;w;2
Jessica;1;w;2
Joan;1;w;2
Joanna;1;w;2
